t,y_1,y_2,y_3,y_4
2.46,0.000918582537457489,0.000428534006890355,0.0123699576465242,0.088910016174557
2.47,0.000847689967891444,0.000395461224856335,0.0114152868384575,0.085353530136319
2.48,0.000782263144145087,0.000364938480785412,0.0105342247906106,0.0819278146164937
2.49,0.000721907249404501,0.000336781650390146,0.00972145661264274,0.0786289087926616
2.5,0.000666158567723259,0.000310774076132946,0.00897072834305501,0.0754533517975912
2.51,0.000614722708838308,0.000286778509854606,0.00827807820415695,0.0723970909329471
2.52,0.000567296644131509,0.000264653521465886,0.00763942371335282,0.0694562890653631
2.53,0.000523494073649259,0.000244218976978099,0.0070495651580569,0.0666275364222151
2.54,0.000483082991249985,0.000225366549969101,0.00650537561925657,0.0639070281564495
2.55,0.000445821831124129,0.000207983499593342,0.00600360074783617,0.0612911315967307
2.56,0.000411412954024681,0.000191931120990728,0.00554023672079816,0.058776519325671
2.57,0.000379663607798079,0.000177119456348384,0.00511268683801254,0.0563596644877881
2.58,0.000350379118758736,0.000163457718860054,0.00471833046869575,0.0540371756881479
2.59,0.000323341672668545,0.00015084425924013,0.00435423343231716,0.0518058512843567
2.6,0.000298387836210426,0.000139202860694654,0.00401819567320308,0.049662457067285
2.61,0.000275368231186383,0.000128463858127213,0.00370820625588974,0.0476038418721238
2.62,0.000254104056920168,0.000118543786190453,0.00342185588915098,0.0456270231687451
2.63,0.00023446788726695,0.000109383201105015,0.00315742868363487,0.0437290230063685
2.64,0.000216350876858532,0.000100931329721265,0.00291345903436942,0.0419069335825971
2.65,0.000199653195458719,9.31415917880506e-05,0.00268860236735704,0.0401579363693187
2.66,0.000184214050364402,8.59389872722257e-05,0.00248069375037754,0.0384793874025535
2.67,0.000169961323430817,7.92898613294287e-05,0.0022887617111055,0.036868624506558
2.68,0.000156819803202617,7.3159119554231e-05,0.0021117932232711,0.0353230855174611
2.69,0.000144720778564887,6.75147008958089e-05,0.00194886282069714,0.0338402953867923
2.7,0.000133524739199375,6.22915510437067e-05,0.00179809265877476,0.0324178879656061
2.71,0.00012319633987271,5.74731688776993e-05,0.00165900642087955,0.0310535461145337
2.72,0.000113676403802564,5.30319504591834e-05,0.00153080729783406,0.0297450455167907
2.73,0.000104909771304387,4.89421656622522e-05,0.00141275256970139,0.0284902373631723
2.74,9.6801145603937e-05,4.51593491210049e-05,0.00130355871331517,0.0272869838383633
2.75,8.93209749608926e-05,4.16697209162192e-05,0.00120282795957,0.0261333128253242
2.76,8.24248926547705e-05,3.8452585032443e-05,0.00110996290269179,0.0250273001990433
2.77,7.60693215832535e-05,3.54876120939662e-05,0.00102437672006355,0.0239670775416031
2.78,7.01929899914674e-05,3.27462090903928e-05,0.000945244051898596,0.0229507500328684
2.79,6.47709003331171e-05,3.02167173457225e-05,0.000872228362385928,0.0219766361865387
2.8,5.97710628565504e-05,2.78842115035863e-05,0.00080489881994794,0.0210430756556299
2.81,5.51603645278061e-05,2.57332435431069e-05,0.000742809505764718,0.020148442595075
2.82,5.08973447236616e-05,2.37444747734664e-05,0.000685402193565852,0.0192910969250194
