t,y1
0,0
0.01,1
0.02,0.900548516037238
0.03,0.809988106042126
0.04,0.729722006197262
0.05,0.658710895944916
0.06,0.595887172725938
0.07,0.540396424452196
0.08,0.491283946000884
0.09,0.447869691611996
0.1,0.409420848564971
0.11,0.375374481953911
0.12,0.345245491375143
0.13,0.318540111857069
0.14,0.294915734897994
0.15,0.274017180988937
0.16,0.255537890495575
0.17,0.239150863998397
0.18,0.224680992416532
0.19,0.211816787766258
0.2,0.20047126637179
0.21,0.190381303791011
0.22,0.18147430558147
0.23,0.173572112048857
0.24,0.166575415204266
0.25,0.160386436302482
0.26,0.154902333469789
0.27,0.15006937759749
0.28,0.145769092397993
0.29,0.141976294816221
0.3,0.138618570750584
0.31,0.135625310752001
0.32,0.132995097195357
0.33,0.130654733180363
0.34,0.128578230765387
0.35,0.126747847173699
0.36,0.125115775097472
0.37,0.123679416243322
0.38,0.12240626793374
0.39,0.121276050729125
0.4,0.120289900343657
0.41,0.119414705720482
0.42,0.118630072824026
0.43,0.117941527297604
0.44,0.117336523211604
0.45,0.116794545519039
0.46,0.116305658539318
0.47,0.115883573638814
0.48,0.115507149073981
0.49,0.115167586774196
0.5,0.114867270614784
0.51,0.114604831378509
0.52,0.11437026670731
0.53,0.114158675542819
0.54,0.113975947934335
0.55,0.1138137119478
0.56,0.11366846511826
0.57,0.11354204806427
0.58,0.11343489396072
0.59,0.113340413648266
0.6,0.113255968960903
0.61,0.113178921732626
0.62,0.113106633797428
0.63,0.113048519560076
0.64,0.112998450354782
0.65,0.11295325678117
0.66,0.112911370153014
0.67,0.112871221784089
0.68,0.112833123563753
0.69,0.112804291619192
0.7,0.112778263705787
0.71,0.112754313249817
0.72,0.112731713677563
0.73,0.112709738415304
0.74,0.112690528821456
0.75,0.112675007913198
0.76,0.112661031876575
0.77,0.112648304800041
0.78,0.112636530772052
0.79,0.11262541388106
0.8,0.11261643932388
0.81,0.112608689479326
0.82,0.112601845499771
0.83,0.112595762123064
0.84,0.112590294087052
0.85,0.112584848954728
0.86,0.112578475478079
0.87,0.112572737550601
0.88,0.112567635172293
0.89,0.112563168343155
0.9,0.112559337063188
0.91,0.112556141332391
0.92,0.112553581150764
0.93,0.112551656518308
0.94,0.112550367435022
0.95,0.112549713900907
0.96,0.112549695915961
0.97,0.112550313480186
0.98,0.112550454022307
0.99,0.112549209749658
1,0.112548172620339
1.01,0.112547342634349
1.02,0.11254671979169
1.03,0.11254630409236
1.04,0.112546095536361
1.05,0.112546094123691
1.06,0.112546299854351
1.07,0.112546712728342
1.08,0.112547332745662
1.09,0.112548159906312
1.1,0.112549194210292
1.11,0.112549760377186
1.12,0.112549842554995
1.13,0.112549949004282
1.14,0.112550079725047
1.15,0.112550234717291
1.16,0.112550413981012
1.17,0.112550617516212
1.18,0.112550845322889
1.19,0.112551097401045
1.2,0.112551373750679
1.21,0.112551674371791
1.22,0.112551999264381
1.23,0.112552348428449
1.24,0.112552545381131
1.25,0.112552663309582
1.26,0.112552768845755
1.27,0.11255286198965
1.28,0.112552942741268
1.29,0.112553011100609
1.3,0.112553067067671
1.31,0.112553110642456
1.32,0.112553141824963
1.33,0.112553160615193
1.34,0.112553167013145
1.35,0.112553161018819
1.36,0.112553142632216
1.37,0.112553122305538
1.38,0.112553102739969
1.39,0.112553083174399
1.4,0.112553063608829
1.41,0.11255304404326
1.42,0.11255302447769
1.43,0.112553004912121
1.44,0.112552985346551
1.45,0.112552965780981
1.46,0.112552946215412
1.47,0.112552926649842
1.48,0.112552907084272
1.49,0.112552887518703
1.5,0.112552867953133
1.51,0.112552848387564
1.52,0.112552828821994
1.53,0.112552809256424
1.54,0.112552789690855
1.55,0.112552770125285
1.56,0.112552750559715
1.57,0.112552730994146
1.58,0.112552711428576
1.59,0.112552691863006
1.6,0.112552672297437
1.61,0.112552652731867
1.62,0.112552633166298
1.63,0.112552613600728
1.64,0.112552594035158
1.65,0.112552574469589
1.66,0.112552554904019
1.67,0.112552545759285
1.68,0.112552538180331
1.69,0.112552530601377
1.7,0.112552523022423
1.71,0.112552515443469
1.72,0.112552507864515
1.73,0.112552500285561
1.74,0.112552492706607
1.75,0.112552485127653
1.76,0.112552477548699
1.77,0.112552469969745
1.78,0.11255246239079
1.79,0.112552454811836
1.8,0.112552447232882
1.81,0.112552439653928
1.82,0.112552432074974
1.83,0.11255242449602
1.84,0.112552416917066
1.85,0.112552409338112
1.86,0.112552401759158
1.87,0.112552394180204
1.88,0.11255238660125
1.89,0.112552379022296
1.9,0.112552371443342
1.91,0.112552363864388
1.92,0.112552356285434
1.93,0.112552348706479
1.94,0.112552341127525
1.95,0.112552333548571
1.96,0.112552325969617
1.97,0.11255232081721
1.98,0.112552316118595
1.99,0.112552312404396
2,0.11255230864064
2.01,0.0891876512610194
2.02,0.0680985554096274
2.03,0.0519795817809271
2.04,0.0396764178978336
2.05,0.0302860305778416
2.06,0.023119822413107
2.07,0.0176515109698197
2.08,0.0134765884794445
2.09,0.0102882508868415
2.1,0.00785659567141172
2.11,0.006000019159094
2.12,0.00458208577863915
2.13,0.00349880591950391
2.14,0.0026715542636043
2.15,0.00203962935005372
2.16,0.00155689900854874
2.17,0.00118809678256929
2.18,0.000906645350505031
2.19,0.000691953572153174
2.2,0.000528119463186846
2.21,0.000402875382026866
2.22,0.000307219714884231
2.23,0.000234186577605838
2.24,0.000178447049713204
2.25,0.000136104594697262
2.26,0.000103852685576367
2.27,7.92286813855565e-05
2.28,6.04319719317973e-05
2.29,4.60305306874963e-05
2.3,3.4905335113691e-05
