time1,data
0,0.0942184154175588
0.00719424460431661,0.578158458244111
0.0215827338129497,1
0.0395683453237411,0.730192719486081
0.0755395683453237,0.404710920770878
0.172661870503597,0.134903640256959
0.697841726618705,0.119914346895075
1.52517985611511,0.119914346895075
1.99280575539568,0.119914346895075
2.0863309352518,0.0556745182012848
2.2841726618705,0.0299785867237687
2.44604316546763,0.0235546038543897
